TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
2850,"Risk Detail: Scroll Bar Has Gone From The EPI/Exposure",1,46,26,6,"FINISHED","PC2","PBC21","Development","Bug",1.75,0.7,26,0.7,1.05,1.05
2852,"What Is Top Statistics Tab For?",6,46,13,6,"RELEASED","PC2","PBC53","Operational","In House Support",1.75,0.7,13,0.7,1.05,1.05
2853,"XXXX System Licence Required For YYY ZZZ",1,16,13,6,"FINISHED","PC2","PBC53","Operational","In House Support",0.35,0.35,13,0.35,0,0
2856,"Event Search Screen Event Totals Tab No Longer Displaying Figures",1,13,58,6,"FINISHED","PC2","PBC42","Operational","In House Support",0.7,0.7,58,0.7,0,0
2858,"Auto Publishing Of The Daily Claims Movement Report",5,1,1,6,"FINISHED","PC2","PBC21","Development","Enhancement",7,7,1,7,0,0
2859,"Extend Daily Claim Movement Reoprt For XXXX",5,1,1,6,"FINISHED","PC2","PBC21","Development","Enhancement",7,7,1,7,0,0
2860,"Risk History - View USM / SCM not working",4,42,42,6,"FINISHED","PC2","PBC21","Development","Bug",7,3.5,42,3.5,3.5,3.5
2861,"USM_TREATY_STATEMENT",4,24,24,6,"CANCELLED","PC17","PBC73","Development","Enhancement",14,7,24,7,7,7
2862,"Grouped Search does not behave correctly on Save",1,16,26,6,"FINISHED","PC2","PBC21","Development","Bug",1.75,0.7,26,0.7,1.05,1.05
2863,"Test XXXX conversion on live data/latest XXXX schema and update as needed",1,26,26,6,"FINISHED","PC2","PBC75","Development","Enhancement",3.5,3.5,26,3.5,0,0
2864,"Allow combo box (and search control?) to be unsorted",2,58,26,58,"FINISHED","PC9","PBC11","Development","Enhancement",1.75,1.75,26,1.75,0,0
2865,"Group Control behaves wrongly when no items selected",2,16,26,6,"FINISHED","PC2","PBC21","Development","Bug",3.5,1.75,26,1.75,1.75,1.75
2866,"Task System : Add Facility To Add A Block Of Tasks",3,58,42,58,"FINISHED","PC11","PBC65","Development","Enhancement",7,7,42,7,0,0
2868,"Printing a task",10,1,58,58,"FINISHED","PC11","PBC65","Development","Enhancement",7,7.75,58,0.75,-0.75,6.25
2868,"Printing a task",10,1,58,58,"FINISHED","PC11","PBC65","Development","Enhancement",7,7.75,1,7,-0.75,NA
2869,"Supersearch should to group CA Categories (LPSO CAT on USM SuperSearch)",5,26,42,6,"FINISHED","PC2","PBC21","Development","Enhancement",7,3.5,42,3.5,3.5,3.5
2870,"Stats control title is poorly formatted",7,26,26,6,"FINISHED","PC2","PBC21","Development","Bug",1.75,1.75,26,1.75,0,0
2871,"Move triangulation stats control code from Technical Core to SCMS (if feasible -- investigate first)",7,58,26,6,"RELEASED","PC2","PBC21","Development","Enhancement",7,3.5,26,3.5,3.5,3.5
2872,"Event Search - As At Event Date Search Fails",2,48,42,6,"FINISHED","PC2","PBC53","Development","Bug",0.7,0.7,42,0.7,0,0
2894,"Deploy XXXX Test on PRD",2,13,26,6,"FINISHED","PC2","PBC75","Development","Enhancement",1.75,3.5,26,3.5,-1.75,-1.75
2896,"Synd XXXX: SCM Validation Error For Manual RI To Be Checked Not Displaying.",1,16,58,6,"FINISHED","PC2","PBC53","Development","Bug",0.7,0.7,58,0.7,0,0
2897,"lLaim Movement Report Meta Data B roken On XXXX Live",5,1,1,6,"FINISHED","PC2","PBC42","Operational","In House Support",0.7,0.7,1,0.7,0,0
2898,"LTD-HQ2 failed - disk space",5,1,1,6,"FINISHED","PC2","PBC53","Operational","In House Support",7,1.4,1,1.4,5.6,5.6
2903,"SCM Validation : Delete Duplicate Data Should Call Sub Procedures Dynamically.",2,58,58,6,"FINISHED","PC2","PBC21","Development","Enhancement",14,14,58,14,0,0
2907,"Syndicate XXXX USM/SCM Validation Conversion",2,13,13,6,"FINISHED","PC2","PBC75","Development","Enhancement",7,7,13,7,0,0
2909,"Risk Section Fields Area and Basis/Loss Basis need sorting out on XXXX",3,26,26,6,"FINISHED","PC2","PBC21","Development","Bug",1.75,3.5,26,3.5,-1.75,-1.75
2912,"Add Claimant[INTEREST] To SCM Search and Results Grid",1,16,42,6,"FINISHED","PC2","PBC53","Development","Enhancement",1.75,1.4,42,1.4,0.35,0.35
2916,"SCM Entry: Add Calculation Order & Ceeded Percentage To RI Grid Column.",3,37,58,6,"FINISHED","PC2","PBC21","Development","Enhancement",35,14,58,14,21,21
2918,"Report Subscriptions Do not work correctly on LTD-HQ2 ",5,1,1,6,"FINISHED","PC2","PBC10","Development","Bug",7,7,1,7,0,0
2919,"Triangulation: add a totals-only option",3,26,26,6,"FINISHED","PC2","PBC21","Development","Enhancement",3.5,0.7,26,0.7,2.8,2.8
2920,"Search group control: optimise behaviour when selecting group from drop down",5,26,26,6,"FINISHED","PC2","PBC21","Development","Enhancement",3.5,0.7,26,0.7,2.8,2.8
2921,"Triangulation: remove 'Sign On RI' parameter.",4,26,26,6,"FINISHED","PC2","PBC21","Development","Enhancement",3.5,0.7,26,0.7,2.8,2.8
2926,"Grid Export fails if a numeric column contains s",1,37,26,6,"FINISHED","PC2","PBC21","Development","Bug",1.75,0.7,26,0.7,1.05,1.05
2927,"Comparator should ignore IDENTITY columns when comparing REF/META data",3,26,50,58,"FINISHED","PC9","PBC11","Development","Enhancement",7,3.5,50,3.5,3.5,3.5
2931,"Add II Group and II Type as Return Fields on USM SuperSearch",3,16,42,6,"FINISHED","PC2","PBC53","Development","Enhancement",3.5,1.75,42,1.75,1.75,1.75
2932,"Add II Group and II Type as Return Fields on SCM SuperSearch",3,16,42,6,"FINISHED","PC2","PBC53","Development","Enhancement",3.5,1.75,42,1.75,1.75,1.75
2934,"Update InLookupSQL to make sure ordering is correct",3,26,26,6,"FINISHED","PC2","PBC21","Development","Bug",1.75,0.7,26,0.7,1.05,1.05
2935,"Month-Year DateTimePicker crashes app when set to September",1,26,26,6,"FINISHED","PC2","PBC21","Development","Bug",0.7,0.7,26,0.7,0,0
2936,"Synd XXXX - Dummy RI Policies Need To Be Fixed To Handle New System Developments",2,13,13,6,"FINISHED","PC2","PBC75","Development","Enhancement",7,0.7,13,0.7,6.3,6.3
2937,"XXXX SPs need bringing in line with XXXX's to allow for USM RI stats",1,42,26,6,"FINISHED","PC2","PBC42","Development","Enhancement",1.75,0.7,26,0.7,1.05,1.05
2938,"Check the ""Claims To Be Netted Down To Zero"" (Fronting Items) Report ",5,1,1,6,"FINISHED","PC2","PBC42","Development","Bug",7,7,1,7,0,0
2939,"Manual RI override is missing.",5,58,58,58,"FINISHED","PC17","PBC42","Operational","In House Support",7,7,58,7,0,0
2940,"Apportionment Of RI amounts To ""Fac STUB""",5,1,1,6,"COMPLETED","PC17","PBC42","Operational","In House Support",7,7,1,7,0,0
2941,"Produce A Report Of All Instances Where RI Is Recorded Against ""Fac STUB"" AND A Valid Policy",5,1,1,6,"CHRONICLE","PC17","PBC42","Operational","In House Support",7,7,1,7,0,0
2942,"XXXX Fronting Items (Claims To Be Netted Down To Zero)  Report Broken",5,1,1,6,"FINISHED","PC2","PBC21","Development","Bug",7,1.4,1,1.4,5.6,5.6
2943,"SCM Claim, Update movement of Lines with other tab pages",3,58,42,6,"FINISHED","PC2","PBC21","Development","Enhancement",3.5,3.5,42,3.5,0,0
2946,"Synd XXXX: Remove RI FAC and XL Stubs Where No Physical Recovery Exists?",4,58,13,6,"FINISHED","PC2","PBC42","Operational","In House Support",7,4,22,4,3,NA
2947,"Synd XXXX - RI Policies Attached To USM Policies Are Not Found",1,13,13,6,"FINISHED","PC2","PBC75","Development","Bug",7,0.7,13,0.7,6.3,6.3
2950,"RISK_Risk XXXX Data Conversion",3,24,24,6,"CANCELLED","PC17","PBC73","Development","Enhancement",14,14,24,14,0,0
2951,"RI Conversion for XXXX",1,58,26,6,"FINISHED","PC17","PBC73","Development","Enhancement",14,21,26,21,-7,-7
2953,"XXXX System User Setup",1,6,13,6,"FINISHED","PC2","PBC53","Operational","In House Support",0.35,0.35,13,0.35,0,0
2959,"Comparator - On Trigger Transfers Indentations Not Copied Successfully",5,13,50,58,"FINISHED","PC9","PBC11","Development","Bug",0.7,3.5,50,3.5,-2.8,-2.8
2961,"Comparator - A Lot Of Table Index Transfers Fail",2,13,50,58,"FINISHED","PC9","PBC11","Development","Bug",7,1.75,50,1.75,5.25,5.25
2962,"Search Control - Saved Searches - Exception Handling",10,1,1,58,"CANCELLED","PC9","PBC11","Development","Enhancement",7,7,1,7,0,0
2963,"XXXX Period Close Issue",1,13,13,6,"FINISHED","PC2","PBC10","Operational","In House Support",3.5,0.7,13,0.7,2.8,2.8
2965,"XXXX User YYY ZZZ Does Not Have Correct O/S To Install .Net Framework v1.1",2,13,13,6,"FINISHED","PC2","PBC73","Development","Third Party",3.5,0.7,13,0.7,2.8,2.8
2966,"XXXX USM Super Users Want Same Access Level To Policies As USM Items In Suspense",1,13,13,6,"CANCELLED","PC2","PBC10","Development","Enhancement",3.5,0.7,13,0.7,2.8,2.8
2968,"Should have a list to show which meta and ref tables are checked in Comparator",3,50,50,58,"FINISHED","PC9","PBC11","Development","Enhancement",7,1.75,50,1.75,5.25,5.25
2970,"Search Control: Bugs when using append mode with LIKE operator",2,26,42,58,"FINISHED","PC9","PBC11","Development","Bug",7,3.5,42,3.5,3.5,3.5
2971,"Period Close fails on SCM - XXXX",1,52,42,6,"FINISHED","PC2","PBC10","Development","Bug",3.5,3.5,42,3.5,0,0
2972,"USM Search - The Statistics Search Fields Doubling Up ",2,13,42,6,"FINISHED","PC2","PBC53","Development","Bug",0.35,0.35,42,0.35,0,0
2973,"Add RI Recoverable Auditing To SCM System",1,29,58,6,"FINISHED","PC2","PBC21","Operational","In House Support",0.7,0.7,58,0.7,0,0
2974,"Provide Release Notes For Current Release",1,58,58,6,"FINISHED","PC2","PBC21","Operational","In House Support",7,7,58,7,0,0
2975,"USM Reconciliations Dont Work",2,1,1,6,"FINISHED","PC2","PBC21","Development","Bug",7,1.4,1,1.4,5.6,5.6
2976,"Triangulation build:Priority of USM, SCM and Risk data",1,26,26,6,"RELEASED","PC2","PBC21","Development","Bug",7,7,26,7,0,0
2978,"Adding A Valid RI Policy To A USM  Policy In Suspense  Flags Outwards Ref Error",2,13,13,6,"COMPLETED","PC2","PBC53","Development","Bug",7,0.5,13,0.5,6.5,6.5
2985,"XXXX - Change daily SCM subscription report to render as an Excel file",5,16,1,6,"FINISHED","PC2","PBC21","Development","Enhancement",0.7,0.7,1,0.7,0,0
2986,"Extend Report For YYY ZZZ",5,16,1,6,"FINISHED","PC2","PBC21","Development","Enhancement",10.5,10.5,1,10.5,0,0
2988,"Remove YYY from Email Subscriptions",5,29,1,6,"FINISHED","PC2","PBC21","Development","Enhancement",0.7,0.7,1,0.7,0,0
2990,"XXXX Report",5,1,1,6,"FINISHED","PC2","PBC21","Development","Enhancement",7,7,1,7,0,0
2992,"Email Subscriptions Working Inconsistantly",1,1,1,6,"FINISHED","PC2","PBC21","Development","Third Party",7,7,1,7,0,0
2993,"Change XXXX Daily SCM Report",5,16,1,6,"FINISHED","PC2","PBC21","Development","Enhancement",2.1,1.4,1,1.4,0.7,0.7
3001,"Export is exporting 0's as =""0.00"" in Tech Core",2,46,42,58,"FINISHED","PC9","PBC11","Development","Bug",1.75,1.75,42,1.75,0,0
3003,"New Figures Book report for XXXX",3,16,1,6,"FINISHED","PC2","PBC21","Development","Enhancement",10.5,7,1,7,3.5,3.5
3005,"Claim Movement 20012470999 Displaying Incorrect Split Totals",1,29,58,58,"FINISHED","PC2","PBC42","Operational","In House Support",3.5,3.5,58,3.5,0,0
3015,"Server Timings",5,1,1,6,"FINISHED","PC2","PBC21","Development","Enhancement",7,3.5,1,3.5,3.5,3.5
3017,"Investigate Treaty Cession Percentage problems",5,29,1,6,"FINISHED","PC17","PBC42","Development","Bug",2.1,2.1,1,2.1,0,0
3018,"Investigate Treaty Generation Paid Report Problem",5,29,1,6,"FINISHED","PC2","PBC21","Development","Bug",2.1,2.1,1,2.1,0,0
3019,"Investigate Dail Claims Movement Report Problem",5,29,1,6,"CANCELLED","PC17","PBC42","Development","Enhancement",2.1,2.1,1,2.1,0,0
3026,"XXXX Want A New Version OfThe ""Daily Claims Movement Report""",5,1,1,6,"FINISHED","PC2","PBC53","Development","Enhancement",7,7,1,7,0,0
3027,"XXXX Want A New Figures Book Report To Include Riskcode Breakdowns",5,46,1,6,"FINISHED","PC2","PBC53","Development","Enhancement",7,7,1,7,0,0
3030,"Need Of Splitting Indicator Required On The Claim/Claim Summary",1,29,13,6,"FINISHED","PC2","PBC42","Development","Enhancement",7,0.7,13,0.7,6.3,6.3
3034,"Users Request To Add Wildcards In Front And Behind Like Search Criteria",1,45,42,58,"FINISHED","PC9","PBC11","Development","Enhancement",7,1.4,42,1.4,5.6,5.6
3035,"Risk Conversion for XXXX",2,58,26,6,"FINISHED","PC17","PBC73","Development","Enhancement",28,42,26,42,-14,-14
3039,"Add 24 hr file name extension to CSV Export",2,16,42,58,"FINISHED","PC9","PBC11","Development","Enhancement",1.75,1.4,42,1.4,0.35,0.35
3041,"Comparator - Transfering rows form RI_META_FieldAccess fails because of the primary key",5,50,50,58,"FINISHED","PC9","PBC11","Development","Bug",7,7,50,7,0,0
3042,"Comparator - Transfering a forign key that exists in both servers fails because no Go statement",5,50,50,58,"FINISHED","PC9","PBC11","Development","Bug",7,7,50,7,0,0
3043,"Comparator - The PseudoKeyColumns problem",4,50,50,58,"FINISHED","PC9","PBC11","Development","Bug",7,0.7,50,0.7,6.3,6.3
3056,"Comparator - Unique keys are bunched together",2,50,50,58,"FINISHED","PC9","PBC11","Development","Bug",7,3.5,50,3.5,3.5,3.5
3057,"Comparator - Checks need to be separated out",1,50,50,58,"FINISHED","PC9","PBC11","Development","Bug",7,1.75,50,1.75,5.25,5.25
3063,"Add GetNextSequenceNumber() helper function to Technical Core",2,58,42,58,"FINISHED","PC9","PBC11","Development","Enhancement",3.5,3.5,42,3.5,0,0
3072,"Append Mode in Search Control - display problem",5,1,42,58,"FINISHED","PC9","PBC11","Development","Bug",7,0.7,42,0.7,6.3,6.3
3076,"Conversion Ref_Event table",4,24,24,6,"CANCELLED","PC17","PBC73","Development","Enhancement",7,3.5,24,3.5,3.5,3.5
3078,"Search Control Group Control lookup hard to navigate with many rows",5,52,26,58,"RELEASED","PC9","PBC11","Development","Enhancement",7,9,26,9,-2,-2
3079,"Update XXXX RI Conversion in light of Spreadsheet, Risk Conversion",2,26,26,6,"FINISHED","PC17","PBC73","Development","Enhancement",7,21,26,21,-14,-14
3082,"Event Maintenance Window - Form Actions",5,1,42,6,"FINISHED","PC2","PBC21","Development","Bug",1.4,3.5,42,3.5,-2.1,-2.1
3084,"Enhancement to MFR report",5,1,1,6,"FINISHED","PC2","PBC21","Development","Enhancement",3.5,3.5,1,3.5,0,0
3088,"Report Request From Claims (XXXX)",5,1,1,6,"FINISHED","PC2","PBC42","Development","Enhancement",7,7,1,7,0,0
3092,"USM_REF_TABLES population script",4,43,24,6,"CANCELLED","PC17","PBC73","Development","Enhancement",7,7,24,7,0,0
3094,"Multiple Database Users Can Only Run SCMS If All Releases Go Live At Same Time",1,13,13,6,"RELEASED","PC2","PBC21","Development","Bug",7,7,13,7,0,0
3097,"Analyse claims summary report data for YYY ZZZ",3,1,1,6,"FINISHED","PC2","PBC21","Operational","In House Support",3.5,1.4,1,1.4,2.1,2.1
3099,"Switch back on email attachments",5,1,1,6,"FINISHED","PC2","PBC21","Operational","In House Support",1.4,1.4,1,1.4,0,0
3103,"XLSior Backload Of Data",1,6,26,6,"CANCELLED","PC2","PBC21","Development","Enhancement",35,1.5,26,1.5,33.5,33.5
3107,"Cant close Auto Upgrader window",10,1,42,6,"CANCELLED","PC2","PBC21","Development","Bug",1.4,1,42,1,0.4,0.4
3108,"Need To Allow XXXX Live To View RI In Role Users All",1,13,13,6,"RELEASED","PC2","PBC75","Development","Bug",0.14,0.14,13,0.14,0,0
3111,"The Profit/Loss Graph On The Risk Screen Shows Incorrect Figures and Add ToolTip to Graph",2,48,42,6,"RELEASED","PC2","PBC21","Development","Bug",7,5.6,42,5.6,1.4,1.4
3114,"XXXX_Test Risk Screen RI Tab counter not working",4,24,42,6,"RELEASED","PC2","PBC21","Development","Bug",1.4,0.7,42,0.7,0.7,0.7
3116,"Update To Limit CCY Grid Column On RI  Adds In New Limit Row",2,42,42,6,"RELEASED","PC2","PBC21","Development","Bug",3.5,1.4,42,1.4,2.1,2.1
3117,"XXXX_Test Cannot delete RI Layers",4,24,42,6,"RELEASED","PC2","PBC21","Development","Bug",7,0.7,42,0.7,6.3,6.3
3119,"SCM Line Grid Shows Child Level Statistics Which Causes SCMS To Break",2,13,13,6,"RELEASED","PC2","PBC21","Development","Bug",1.4,1.4,13,1.4,0,0
3123,"Lloyd's Leader and Slip Leader to appear on SCM Claim ",1,9,42,6,"RELEASED","PC2","PBC53","Development","Enhancement",3.5,4.9,42,4.9,-1.4,-1.4
3124,"Outwards Claim Ref Needs To Be Shown On USM Grid ",2,7,13,6,"RELEASED","PC2","PBC75","Development","Enhancement",3.5,3.5,13,3.5,0,0
3129,"SCM Update And Save Works Once. But Another Update And Save Fails.",1,13,58,6,"FINISHED","PC2","PBC21","Development","Bug",3.5,3.5,58,3.5,0,0
3130,"Disable UWRCorrection menu if not in roleUWRCorrection",5,13,42,6,"FINISHED","PC2","PBC21","Development","Enhancement",1.4,0.7,42,0.7,0.7,0.7
3135,"If Not In RoleUsersSCM Only Market Figures Viewable On Movement.",1,13,42,6,"FINISHED","PC2","PBC42","Development","Bug",1.4,1.4,42,1.4,0,0
3137,"Statistical Control ignoring System Field Names for triangles",5,26,26,6,"FINISHED","PC2","PBC21","Development","Bug",0.7,0.7,26,0.7,0,0
3138,"Bug in USM Figure Base Warehouse calculation",1,26,26,6,"FINISHED","PC2","PBC21","Development","Bug",3.5,3.5,26,3.5,0,0
3139,"Synd XXXX: Update RI USM References For YYY ZZZ",2,7,58,6,"FINISHED","PC2","PBC75","Operational","In House Support",0.7,0.7,58,0.7,0,0
3145,"Export failing on very small numbers",4,16,42,58,"FINISHED","PC9","PBC11","Development","Bug",3.5,3.5,42,3.5,0,0
3146,"Another enhancement to MFR report",6,1,1,58,"FINISHED","PC9","PBC11","Development","Enhancement",7,3.5,1,3.5,3.5,3.5
3150,"Add Tables Ref_Meta_Field_Access, Meta_SpecialProcessingCode To Comparator",2,13,50,58,"FINISHED","PC8","PBC40","Development","Enhancement",3.5,1.75,50,1.75,1.75,1.75
3151,"Tables Return In Reverse Order On Comparator",2,13,50,58,"FINISHED","PC8","PBC40","Development","Enhancement",3.5,1.75,50,1.75,1.75,1.75
3152,"Add rounding capability to statistical control",4,6,26,6,"RELEASED","PC2","PBC21","Development","Enhancement",7,1.75,26,1.75,5.25,5.25
3154,"Add user friendly messages when Validation is running or failed on last attempt",4,13,42,6,"FINISHED","PC2","PBC21","Development","Enhancement",7,4.2,42,4.2,2.8,2.8
3155,"Triangulation does not display radio buttons when no rows in selected currency",3,26,26,6,"COMPLETED","PC2","PBC21","Development","Bug",7,1,26,1,6,6
3156,"Add New Line On Risk Needs Field Access SetUp",3,13,13,6,"RELEASED","PC2","PBC42","Development","Bug",2.1,1.05,13,1.05,1.05,1.05
3157,"XLsior Proportionals Export",2,6,26,6,"FINISHED","PC2","PBC21","Development","Enhancement",7,98,26,98,-91,-91
3158,"SCM/USM SuperSearch Fails On XXXX Synd As Stats Different To That Of Synd XXXX",3,13,42,6,"RELEASED","PC2","PBC42","Development","Bug",3.5,3.5,42,3.5,0,0
3160,"Amend SCM/USM Search To Include Like in FIL Code Search",1,7,13,6,"FINISHED","PC2","PBC21","Development","Enhancement",0.7,0.7,13,0.7,0,0
3161,"Track down memory leak sources in Search Control",1,58,26,6,"FINISHED","PC2","PBC21","Development","Bug",7,5.25,26,5.25,1.75,1.75
3162,"Low memory warning",5,1,42,58,"FINISHED","PC9","PBC11","Development","Enhancement",7,3.5,42,3.5,3.5,3.5
3163,"Search for Memory leaks for SCM SearchForm.",6,58,42,6,"FINISHED","PC2","PBC21","Development","Enhancement",14,7,42,7,7,7
3164,"In search control, LIKE operator, string needs trimming before wildcards added",3,26,26,6,"RELEASED","PC2","PBC21","Development","Bug",0.7,0.7,26,0.7,0,0
3165,"Drill down feature for Statistics Control",2,26,26,6,"RELEASED","PC2","PBC42","Development","Enhancement",14,17.5,26,17.5,-3.5,-3.5
3166,"Wild card adding doesn't work for the Statistical Control's Key field",4,26,26,6,"FINISHED","PC2","PBC21","Development","Bug",1.75,0.7,26,0.7,1.05,1.05
3168,"Deleting SCM Split Event Cause Error",1,13,58,6,"CANCELLED","PC2","PBC21","Development","Enhancement",7,0.7,58,0.7,6.3,6.3
3169,"On Closing USM Form. Dispose Causing Error On Show Policy Button",1,13,42,58,"FINISHED","PC9","PBC11","Development","Bug",7,3.5,42,3.5,3.5,3.5
